Location,Geographical Region,School Number,School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
"Kaski, Gandaki, Western",Hill,3363,"NEW LIGHT ENGLISH BOARDING SCHOOL SHISHUWA, 41137",53.4,57.8,68.8,52.2,48.2,52.9,35,35,2,26,6,0,34,1,97.1
"Kaski, Gandaki, Western",Hill,3364,"DHAWALAGIRI BOARDING SCHOOL MILAN CHOWK HEMJA, 41138",54.5,70.3,76.4,55.2,68.5,57.9,43,43,11,31,1,0,43,0,100.0
"Kaski, Gandaki, Western",Hill,3365,"PEACE ZONE ACHADEMY RAMGHAT, 41139",61.6,66.5,79.7,55.2,72.2,56.9,39,39,15,24,0,0,39,0,100.0
"Kaski, Gandaki, Western",Hill,3366,"KARUNANIDHI VIDYASHRAMA MA VI SIMPANI, 41140",63.4,60.5,69.8,56.5,63.3,58.4,40,40,18,18,3,0,39,1,97.5
"Kaski, Gandaki, Western",Hill,3367,"GAURI SHANKER MA VI SAITIKHOLA LWANG GHALEL, 41141",25.3,54.9,31.8,35.0,44.8,43.9,25,25,0,4,5,0,9,16,36.0
"Kaski, Gandaki, Western",Hill,3368,"SARASWATI BOARDING SCHOOL PRITHVICHOWK, 41142",63.3,61.1,58.8,62.4,62.8,54.8,16,16,1,12,0,0,13,3,81.3
"Kaski, Gandaki, Western",Hill,3369,"PARAMOUNT PUBLIC SCHOOL RAMGHAT, 41143",60.6,55.7,71.5,61.9,63.7,60.2,46,46,8,38,0,0,46,0,100.0
"Kaski, Gandaki, Western",Hill,3370,"GOLDEN FUTURE BOARDING SCHOOL RAMBAZAR, 41144",58.5,56.5,70.8,57.7,61.5,56.4,34,34,3,27,3,0,33,1,97.1
"Kaski, Gandaki, Western",Hill,3371,"DHANUBASH KALIKA MA VI CHHACHOWK RAMCHE SILDUJURE, 41145",15.2,43.1,27.0,25.3,40.7,36.4,12,12,0,0,0,0,0,12,0.0
"Kaski, Gandaki, Western",Hill,3372,"NEPAL ADARSHA AWASIYA VIDHYALAYA BHANDARDHIK, 41146",63.9,60.5,78.3,51.0,64.7,48.3,49,49,9,39,1,0,49,0,100.0
"Kaski, Gandaki, Western",Hill,3373,"KANCHENJUNGA ACADEMIC CENTRE LEKHNATH-8 SHISHUWA, 41147",51.5,56.2,62.0,53.1,45.2,45.7,23,23,0,16,5,0,21,2,91.3
"Kaski, Gandaki, Western",Hill,3374,"RAINBOW ACADEMIC HOMES SECONDARY SCHOOL RAMBAZAR-15, 41148",56.3,56.8,57.4,51.8,62.9,59.9,32,32,3,28,1,0,32,0,100.0
"Kaski, Gandaki, Western",Hill,3375,"DHRUVA MA VI THUMAKODANDA-8 TARKANG, 41149",23.5,42.6,24.3,29.8,30.9,39.4,19,18,0,2,2,0,4,14,22.2
"Kaski, Gandaki, Western",Hill,3376,"FISHTAIL BOARDING SCHOOL PARDI-17 POKHARA, 41150",66.9,70.4,80.5,61.1,76.0,60.0,36,36,23,13,0,0,36,0,100.0
"Kaski, Gandaki, Western",Hill,3377,"SHANTA MA VI SARANGKOT-4, 41151",34.0,45.3,38.3,34.3,48.4,37.8,34,34,0,7,15,0,22,12,64.7
"Kaski, Gandaki, Western",Hill,3378,"RATAN PANDE MA VI ARVA-6, 41152",18.2,39.7,22.9,16.3,36.6,35.1,29,29,0,0,3,0,3,26,10.3
"Kaski, Gandaki, Western",Hill,3379,"SIDDIVINAYAK BOARDING SCHOOL, 41153",56.3,56.8,67.3,47.8,58.6,49.3,19,19,1,15,3,0,19,0,100.0
"Kaski, Gandaki, Western",Hill,3380,"KASKI MODERNIZED ACADEMY POKHARA, 41154",63.0,63.7,81.3,64.8,70.3,60.4,47,47,23,24,0,0,47,0,100.0
"Kaski, Gandaki, Western",Hill,3381,"LITTLE DAFFODIL ENGLISH BOARDING SCHOOL, 41155",57.4,58.0,58.4,42.2,68.0,46.3,20,20,3,10,4,0,17,3,85.0
"Kaski, Gandaki, Western",Hill,3382,"NATIONAL INVENTIVE BOARDING SCHOOL, 41156",65.5,60.6,90.8,58.5,60.9,63.0,20,20,10,10,0,0,20,0,100.0
"Kaski, Gandaki, Western",Hill,3383,"SUBLIME ENGLISH BOARDING SCHOOL, 41157",55.0,52.7,78.2,56.9,55.8,55.2,17,17,2,14,1,0,17,0,100.0
"Kaski, Gandaki, Western",Hill,3384,"BHASKER MEMORIAL SCHOOL PHOOLBARI POKHARA, 41158",68.8,71.3,86.9,63.8,80.4,63.6,10,10,7,3,0,0,10,0,100.0
"Kaski, Gandaki, Western",Hill,3385,"ANJULI SECONDARY BOARDING SCHOOL POKHARA, 41159",56.9,55.0,56.5,43.6,57.5,55.5,13,13,1,8,2,0,11,2,84.6
"Kaski, Gandaki, Western",Hill,3386,"SHANTI DEEP ENGLISH SCHOOL CHHINEDANDA POKHARA, 41160",60.2,58.3,66.9,58.4,59.7,56.3,9,9,2,5,2,0,9,0,100.0
"Kaski, Gandaki, Western",Hill,3387,"L P DEVKOTA MEMORIAL BOARDING SCHOOL PARDI BIRAUTA, 41161",48.2,54.9,58.8,51.3,69.7,49.2,27,27,3,14,7,0,24,3,88.9
"Kaski, Gandaki, Western",Hill,3388,"GYANJYOTI VIDYAKUNJ MA VI LEKHNATH-13, 41162",57.2,42.8,73.9,46.7,48.8,39.4,11,11,0,6,4,1,11,0,100.0
"Kaski, Gandaki, Western",Hill,3389,"MAHENDRA SECONDARY SCHOOL POKHARA-9, 41163",25.5,52.6,30.7,40.3,39.4,44.9,48,48,0,2,22,0,24,24,50.0
"Kaski, Gandaki, Western",Hill,3390,"SHUKLA GANDAKI MA VI GHACHOK, 41164",29.4,43.9,33.9,41.1,47.0,40.7,52,52,0,8,20,0,28,24,53.8
"Kaski, Gandaki, Western",Hill,3391,"EXARMY PUBLIC SCHOOL CHHOTEPATAN, 41165",36.4,41.8,42.2,39.7,48.1,42.1,14,14,0,2,6,0,8,6,57.1
"Kaski, Gandaki, Western",Hill,3392,"RIVER DALE SCHOOL GREEN VALLEY ARMALA, 41166",60.0,69.8,83.5,60.3,56.7,53.7,12,12,4,8,0,0,12,0,100.0
"Kaski, Gandaki, Western",Hill,3393,"NEW ERA ACADAMY LEKHNATH, 41167",54.2,59.1,73.4,50.0,44.7,52.7,18,18,0,15,3,0,18,0,100.0
"Kaski, Gandaki, Western",Hill,3394,"BASE LINE ACADEMY KUNDAHAR POKHARA, 41168",60.1,63.2,68.1,49.3,68.8,51.9,19,19,3,16,0,0,19,0,100.0
"Kaski, Gandaki, Western",Hill,3395,"VIEW POINT BOARDING SCHOOL TUTUNGA POKHARA, 41169",49.1,50.9,52.6,47.9,57.1,54.2,17,17,0,11,4,0,15,2,88.2
"Kaski, Gandaki, Western",Hill,3396,"GYAN JYOTI MA VI CHHAHAREPANI ARMALA-2, 41170",30.3,59.2,47.9,45.7,52.5,47.9,27,27,0,11,8,0,19,8,70.4
"Kaski, Gandaki, Western",Hill,3397,"SHINING STAR BOARDING SCHOOL BAIDAM POKHARA, 41171",59.1,58.6,66.4,54.8,61.7,56.9,10,10,1,9,0,0,10,0,100.0
"Kaski, Gandaki, Western",Hill,3398,"RATNA JYOTI ENGLISH BOARDING SCHOOL JANAPRIYA MARG POK, 41172",47.9,60.4,68.1,44.2,65.4,55.1,14,14,1,11,1,0,13,1,92.9
"Kaski, Gandaki, Western",Hill,3399,"TRIVENY PUBLIC SCHOOL LEKHNATH-3, 41173",58.1,58.8,84.3,63.2,48.7,55.7,9,9,3,6,0,0,9,0,100.0
"Kaski, Gandaki, Western",Hill,3400,"NEW MOONLIGHT ENGLISH BOARDING SCHOOL RANIPAUWA POK, 41174",54.4,61.7,63.6,53.4,62.3,55.6,7,7,0,7,0,0,7,0,100.0
"Kaski, Gandaki, Western",Hill,3401,"TARAKUNJ ENGLISH BOARDING SCHOOL PATANBESI, 41175",60.9,65.0,80.8,49.1,69.9,61.2,10,10,2,8,0,0,10,0,100.0
"Kaski, Gandaki, Western",Hill,3402,"GOLDEN NATURE BOARDING SCHOOL, LEKHNATH KHUDI, 41176",65.1,78.3,95.4,64.3,77.4,63.4,8,8,8,0,0,0,8,0,100.0
"Kaski, Gandaki, Western",Hill,3403,"UMA MA VI DANSING-2, 41177",34.5,53.3,32.5,36.6,70.4,43.8,8,8,0,3,2,0,5,3,62.5
"Kaski, Gandaki, Western",Hill,3404,"HIGHWAY GARDEN BOARDING SCHOOL TALLO GAGANGAUNDA, 41178",52.4,65.4,83.0,60.4,66.0,59.6,9,9,0,9,0,0,9,0,100.0
"Kaski, Gandaki, Western",Hill,3405,"FEWA BOARDING SCHOOL LAKESIDE-6 BAIDAM, 41179",62.4,51.6,81.2,54.0,59.0,61.1,11,11,2,8,1,0,11,0,100.0
"Kaski, Gandaki, Western",Hill,3406,"CHILDREN'S ACADEMY MIYAPATAN POKHARA, 41180",57.3,55.1,72.7,45.0,65.3,55.7,11,11,2,9,0,0,11,0,100.0
"Kaski, Gandaki, Western",Hill,3407,"BAL MANDIR MA VI NADIPUR POKHARA, 41181",56.3,63.2,57.7,49.1,58.0,58.7,29,29,4,21,2,0,27,2,93.1
"Kaski, Gandaki, Western",Hill,3408,"UNIVERSE ENGLISH BOARDING SCHOOL RAJAKOCHAUTARA LEKH, 41182",53.5,56.8,65.0,54.0,52.7,48.9,24,24,2,16,4,0,22,2,91.7
"Kaski, Gandaki, Western",Hill,3409,"UDAYA MA VI DHAMPUS, 41183",22.1,49.4,26.4,31.0,43.2,39.2,12,12,0,1,2,0,3,9,25.0
"Kaski, Gandaki, Western",Hill,3410,"SIDDHARTHA LOVE DALE BOARDING SCHOOL CHIPLEDHUNGA, 41184",65.6,65.4,78.7,63.1,67.9,59.8,17,17,6,11,0,0,17,0,100.0
"Kaski, Gandaki, Western",Hill,3411,"MORNING GLORY ACADEMIC SCHOOL BHARATPOKHARI-3, 41185",67.9,72.0,77.7,60.9,78.7,61.7,7,7,5,2,0,0,7,0,100.0
"Tanahu, Gandaki, Western",Hill,3412,"PRIVATE TANAHUN, 42000",30.6,36.9,30.4,23.5,41.7,46.5,60,60,0,1,17,7,25,35,41.7
"Tanahu, Gandaki, Western",Hill,3413,"NIRMAL MA VI DAMOULI, 42001",38.2,46.4,51.8,39.9,51.5,50.7,75,75,1,22,45,2,70,5,93.3
"Tanahu, Gandaki, Western",Hill,3414,"MIN MA VI THARPU, 42002",42.7,39.3,46.7,25.5,45.5,48.4,65,65,0,12,25,1,38,27,58.5
"Tanahu, Gandaki, Western",Hill,3415,"KHAIRENI MA VI KHAIRENITAR, 42003",19.6,41.6,31.5,29.8,45.5,37.7,158,158,0,10,22,0,32,126,20.3
"Tanahu, Gandaki, Western",Hill,3416,"GAUNPHARKODAYA MA VI DHORPHIRDI, 42004",31.2,39.4,45.6,40.9,40.8,44.1,52,52,0,5,34,0,39,13,75.0
"Tanahu, Gandaki, Western",Hill,3417,"RAMSHAH MA VI ABU KHAIRENI, 42005",34.2,50.7,51.9,36.5,41.2,40.8,147,147,0,27,93,2,122,25,83.0
"Tanahu, Gandaki, Western",Hill,3418,"MAHENDRA JYOTI MA VI SHISHAGHAT, 42006",27.8,57.7,34.6,46.9,52.3,39.3,61,61,0,10,23,0,33,28,54.1
"Tanahu, Gandaki, Western",Hill,3419,"BARAHI MA VI PHARAKCHOUR, 42007",36.9,46.1,45.0,35.2,43.4,44.0,44,43,0,6,31,1,38,5,88.4
"Tanahu, Gandaki, Western",Hill,3420,"SHREE KRISHNA MA VI GAJARKOT PUTTAR, 42008",25.8,40.5,25.6,26.1,42.7,49.8,52,52,0,1,15,0,16,36,30.8
"Tanahu, Gandaki, Western",Hill,3421,"JANA PREMI MA VI LAMAGAUN, 42009",19.7,33.5,30.3,23.6,36.9,37.7,47,47,0,0,11,0,11,36,23.4
"Tanahu, Gandaki, Western",Hill,3422,"SARASWATI MA VI THAPREK, 42010",32.3,53.0,30.6,46.6,49.9,41.4,19,19,0,2,7,0,9,10,47.4
"Tanahu, Gandaki, Western",Hill,3423,"SHAHID GANGA MA VI KAHUN SHIVPUR, 42011",19.9,38.8,20.9,24.1,41.7,30.3,23,23,0,0,4,1,5,18,21.7
"Tanahu, Gandaki, Western",Hill,3424,"CHANDRAVATI MA VI CHUNDI TUHUREPASAL, 42012",31.8,53.3,37.4,35.3,48.4,40.7,37,37,0,5,16,1,22,15,59.5
"Tanahu, Gandaki, Western",Hill,3425,"BHANU MA VI BANDIPUR, 42013",26.1,46.1,25.6,31.5,47.1,45.1,74,74,0,4,22,0,26,48,35.1
"Tanahu, Gandaki, Western",Hill,3426,"SIDDHARTHA MA VI KIHUN BADAHAR BHANJYANG, 42014",17.4,37.1,26.1,38.4,34.9,42.4,180,180,1,13,13,0,27,153,15.0
"Tanahu, Gandaki, Western",Hill,3427,"SHIVA MA VI RISHING RANIPOKHARI, 42015",22.4,42.5,39.6,32.0,45.3,35.9,43,43,0,1,20,2,23,20,53.5
"Tanahu, Gandaki, Western",Hill,3428,"TRIBHUVAN MA VI MANECHOWKA, 42016",22.5,50.1,46.3,39.2,38.1,35.1,75,75,0,12,18,2,32,43,42.7
"Tanahu, Gandaki, Western",Hill,3429,"KALIKA MA VI PURKOT DUMRIKHARKA, 42017",23.7,47.4,29.1,25.8,40.4,37.3,100,100,0,2,31,0,33,67,33.0
"Tanahu, Gandaki, Western",Hill,3430,"MITRATA MA VI SATRASAYA DEVITAR KHAIRENI, 42018",32.9,48.8,50.3,39.9,37.6,37.1,70,68,0,14,43,1,58,10,85.3
"Tanahu, Gandaki, Western",Hill,3431,"JANA JYOTI MA VI BHIMAD, 42019",21.7,54.3,32.0,32.2,47.5,50.7,103,103,2,12,16,1,31,72,30.1
"Tanahu, Gandaki, Western",Hill,3432,"HOM RAJ LOHANI SHARADA SHIKSHYA SADAN MA VI NARESHWAR, 42020",30.6,45.2,41.7,27.7,48.1,39.7,56,56,0,3,37,3,43,13,76.8
"Tanahu, Gandaki, Western",Hill,3433,"MAHENDRI MA VI KALESTI GAJAUDE, 42021",30.6,53.9,28.6,37.3,45.6,40.3,52,52,0,4,20,0,24,28,46.2
"Tanahu, Gandaki, Western",Hill,3434,"SARASWATI MANDIR MA VI GHALECHHAP, 42022",28.3,45.6,22.5,34.4,45.1,34.8,33,33,0,2,5,1,8,25,24.2
"Tanahu, Gandaki, Western",Hill,3435,"BIDYA NIKUNJ MA VI JYAMARUK BAYAPANI, 42023",30.4,49.5,24.1,35.4,45.4,35.7,31,31,0,4,5,0,9,22,29.0
"Tanahu, Gandaki, Western",Hill,3436,"RADHA MA VI JAMUNE, 42024",32.3,38.2,33.3,23.3,40.7,41.6,100,100,0,9,30,6,45,55,45.0
"Tanahu, Gandaki, Western",Hill,3437,"SHANKAR MA VI DUMRE BESI, 42025",17.0,34.6,22.0,36.1,37.8,38.6,40,40,0,2,5,0,7,33,17.5
"Tanahu, Gandaki, Western",Hill,3438,"BUCHAKHANI MA VI BUCHA BHANJYANG, 42026",19.5,40.6,30.7,37.9,41.3,46.8,36,36,0,3,8,0,11,25,30.6
"Tanahu, Gandaki, Western",Hill,3439,"PABITRA MA VI NAHALAPIPLE, 42027",38.0,53.9,53.1,32.3,55.2,38.1,60,60,0,13,41,0,54,6,90.0
"Tanahu, Gandaki, Western",Hill,3440,"ADARSHA SARASWATI MA VI NABARUNG, 42028",28.4,44.0,13.8,25.6,43.0,32.6,50,50,0,2,3,0,5,45,10.0
"Tanahu, Gandaki, Western",Hill,3441,"KESHABTAR MA VI KESHABTAR, 42029",25.3,36.5,37.4,41.1,43.3,38.9,52,52,0,2,21,2,25,27,48.1
"Tanahu, Gandaki, Western",Hill,3442,"BAL BIKASH MA VI BHIRKOT, 42030",22.3,42.3,30.6,27.4,41.9,35.4,37,37,0,4,6,1,11,26,29.7
"Tanahu, Gandaki, Western",Hill,3443,"JANA JUKTA SHAHI MA VI SANGE, 42031",26.0,41.3,32.4,31.8,47.5,40.1,57,57,0,6,17,2,25,32,43.9
"Tanahu, Gandaki, Western",Hill,3444,"BHANU SAN MA VI CHUDI, 42032",25.7,45.8,33.8,25.1,42.5,42.1,33,33,0,0,10,0,10,23,30.3
"Tanahu, Gandaki, Western",Hill,3445,"SANTI BARSHA ANGREJI MA VI DAMAULI, 42033",49.1,44.6,54.5,37.8,52.0,55.2,37,37,2,13,17,0,32,5,86.5
"Tanahu, Gandaki, Western",Hill,3446,"BASAHASTHAN MA VI TARUKA, 42034",27.6,52.7,36.2,45.5,51.5,39.1,17,17,0,2,8,0,10,7,58.8
"Tanahu, Gandaki, Western",Hill,3447,"SHREE DIBAS MA VI UDENDHUNGA, 42035",19.0,43.0,19.1,28.7,46.4,36.8,21,21,0,0,3,0,3,18,14.3
"Tanahu, Gandaki, Western",Hill,3448,"SATYAWATI MA VI DAMAULI, 42036",46.7,59.3,67.8,48.6,55.3,49.3,99,99,5,62,32,0,99,0,100.0
"Tanahu, Gandaki, Western",Hill,3449,"DIPAK MA VI RISHING PATAN, 42037",15.1,51.1,29.1,29.2,45.0,45.9,33,33,0,2,0,0,2,31,6.1
"Tanahu, Gandaki, Western",Hill,3450,"CHHABDI MA VI DHORCHHABDI, 42038",21.3,35.4,42.8,32.4,35.9,37.0,27,27,0,2,10,1,13,14,48.1
"Tanahu, Gandaki, Western",Hill,3451,"KYAMINKOT MA VI CHHAPTHOK, 42039",32.3,45.7,28.4,35.9,46.2,36.7,16,16,0,2,4,1,7,9,43.8
"Tanahu, Gandaki, Western",Hill,3452,"BHRIKUTI MA VI SARANGHAT, 42040",14.6,37.4,23.3,25.0,36.8,41.4,27,27,0,0,2,0,2,25,7.4
"Tanahu, Gandaki, Western",Hill,3453,"KYAMIN MA VI KALESTI, 42041",34.4,51.4,32.0,39.6,48.0,39.0,36,36,0,5,12,0,17,19,47.2
"Tanahu, Gandaki, Western",Hill,3454,"ADARSHA SHIKSHYA MA VI BAIDIKHALTE, 42042",22.8,38.5,29.5,27.5,43.9,33.9,40,40,0,3,6,0,9,31,22.5
"Tanahu, Gandaki, Western",Hill,3455,"CHANDRA JYOTI MA VI GHIRING, 42043",22.6,38.5,27.4,26.6,42.5,48.3,37,37,0,2,10,1,13,24,35.1
"Tanahu, Gandaki, Western",Hill,3456,"KALIKA MA VI KYUNDI DEVGHAT, 42044",25.7,45.8,53.6,40.5,46.3,45.7,36,36,1,6,13,0,20,16,55.6
"Tanahu, Gandaki, Western",Hill,3457,"HANSA BAHINI MA VI EAKLEKHET, 42045",36.6,44.4,52.0,38.6,50.1,51.6,56,56,0,23,27,0,50,6,89.3
"Tanahu, Gandaki, Western",Hill,3458,"VYASDIBYA JYOTI BOARDING MA VI DAMAULI, 42046",64.9,55.3,74.6,53.6,60.1,57.0,29,29,5,24,0,0,29,0,100.0
"Tanahu, Gandaki, Western",Hill,3459,"SARASWATI MA VI SABHUNG, 42047",27.5,39.1,28.1,27.9,41.6,45.8,64,64,0,2,23,3,28,36,43.8
"Tanahu, Gandaki, Western",Hill,3460,"PANCHAMUNI DEV MA VI DULEGAUDA, 42048",42.9,43.1,53.4,40.8,44.6,49.0,74,74,0,25,40,0,65,9,87.8
"Tanahu, Gandaki, Western",Hill,3461,"MANOHAR MA VI PURKOT, 42049",29.9,51.2,39.7,31.9,49.2,39.6,17,17,0,0,13,0,13,4,76.5
"Tanahu, Gandaki, Western",Hill,3462,"PARWATI MA VI KOTA, 42050",18.5,40.5,29.3,28.0,38.6,42.0,24,24,0,1,4,0,5,19,20.8
"Tanahu, Gandaki, Western",Hill,3463,"HIMALAYA MA VI KOKHE BHANUMATI, 42051",18.7,42.0,35.5,33.6,47.4,37.9,30,30,0,3,7,0,10,20,33.3
"Tanahu, Gandaki, Western",Hill,3464,"MARSYANGDI BALJYOTI AWASIYA MA VI ANBUKHAIRANI, 42052",53.4,57.8,78.1,42.8,55.3,45.2,33,33,3,24,6,0,33,0,100.0
"Tanahu, Gandaki, Western",Hill,3465,"SURYODAYA AWASIYA MA VI KHAIRANITAR, 42053",53.2,54.1,68.3,44.1,64.7,50.7,35,35,0,32,3,0,35,0,100.0
"Tanahu, Gandaki, Western",Hill,3466,"KANKAI AWASIYA MA VI DAMAULI, 42054",60.4,50.9,71.6,54.7,59.6,51.0,47,47,4,39,4,0,47,0,100.0
"Tanahu, Gandaki, Western",Hill,3467,"GANESH MA VI CHHANG, 42055",22.6,35.3,22.4,16.5,39.1,45.9,40,40,0,0,5,1,6,34,15.0
"Tanahu, Gandaki, Western",Hill,3468,"MAHENDRA MA VI GUNADI, 42056",30.2,48.5,39.3,40.2,51.4,40.5,25,25,0,4,15,0,19,6,76.0
"Tanahu, Gandaki, Western",Hill,3469,"SUNSHINE MA VI AANBOOKHAIRENI, 42057",40.9,47.9,39.7,37.2,45.2,35.0,18,18,0,7,6,0,13,5,72.2
"Tanahu, Gandaki, Western",Hill,3470,"TALBESI MA VI TALBESI, 42058",35.1,40.3,34.3,28.8,45.4,47.6,36,36,0,4,18,0,22,14,61.1
"Tanahu, Gandaki, Western",Hill,3471,"SHREE SIDDHESHWORI SECONDARY SCHOOL KAMALBARI, 42059",38.2,42.6,46.1,36.5,40.2,47.3,17,17,0,3,10,0,13,4,76.5
"Tanahu, Gandaki, Western",Hill,3472,"ARANIKO MA VI MIRLUNG, 42060",36.7,56.0,36.8,42.8,46.4,37.2,21,21,0,4,9,0,13,8,61.9
"Tanahu, Gandaki, Western",Hill,3473,"JANJAGRITI MA VI CHISAPANI, 42061",19.1,41.9,30.9,33.3,33.6,38.1,29,29,0,1,6,2,9,20,31.0
"Tanahu, Gandaki, Western",Hill,3474,"BALBIDHYA MANDIR MA VI DULEAGOUDA, 42062",52.1,44.7,69.7,49.3,46.5,48.9,35,35,0,25,9,0,34,1,97.1
"Tanahu, Gandaki, Western",Hill,3475,"NOTRE DAME SCHOOL BANDIPUR, 42063",60.7,63.4,84.5,55.4,68.8,58.6,13,13,3,10,0,0,13,0,100.0
"Tanahu, Gandaki, Western",Hill,3476,"BARAHI BOARDING MA VI DAMAULI, 42064",60.2,54.7,74.4,56.6,58.7,48.4,43,43,6,34,3,0,43,0,100.0
"Tanahu, Gandaki, Western",Hill,3477,"ARANIKO ENGLISH BOARDING SCHOOL KHAIRENITAR, 42065",47.7,52.3,65.6,42.8,61.4,50.1,56,56,1,40,14,0,55,1,98.2
"Tanahu, Gandaki, Western",Hill,3478,"RAJPUR MA VI RAIPUR, 42066",27.9,36.8,48.1,36.7,36.6,39.5,36,36,0,5,16,2,23,13,63.9
"Tanahu, Gandaki, Western",Hill,3479,"DIPENDRA PRAHARI AWASIYA MA VI BELCHAUTARA, 42067",59.4,62.2,82.2,51.7,74.1,57.2,26,26,6,20,0,0,26,0,100.0
"Tanahu, Gandaki, Western",Hill,3480,"ARUNODAYA MA VI JILANG, 42069",15.6,33.3,31.0,41.1,36.0,43.6,14,14,0,0,2,0,2,12,14.3
"Tanahu, Gandaki, Western",Hill,3481,"GORAKHKALI AWASIYA MA VI DAMAULI, 42070",45.2,42.1,44.5,31.3,44.2,50.9,37,37,0,9,22,0,31,6,83.8
"Tanahu, Gandaki, Western",Hill,3482,"MAHARSHI VED BYAS SANS MA VI BYAS NAGARPALIKA, 42071",38.8,44.8,32.9,29.5,50.1,46.8,10,10,0,1,5,1,7,3,70.0
"Tanahu, Gandaki, Western",Hill,3483,"BRIGHT FUTURE ENGLISH SCHOOL BELCHAUTARA, 42073",53.8,53.8,87.6,52.5,48.1,51.7,49,49,2,45,1,0,48,1,98.0
"Tanahu, Gandaki, Western",Hill,3484,"HIMALAYA MA VI CHAMPE BAGAINCHA, 42074",33.1,45.3,37.6,26.6,46.8,35.4,45,45,0,0,29,0,29,16,64.4
"Tanahu, Gandaki, Western",Hill,3485,"ARUN MA VI HUSLANG, 42075",16.6,36.0,13.5,16.2,27.8,37.8,21,21,0,1,1,0,2,19,9.5
"Tanahu, Gandaki, Western",Hill,3486,"JANA JAGRITI MA VI TURTURE, 42076",29.6,48.3,37.5,31.5,46.0,40.6,41,41,0,6,15,1,22,19,53.7
"Tanahu, Gandaki, Western",Hill,3487,"JANAJAGRITI GANGA MA VI POKHARI BHANJYANG, 42077",31.6,38.6,33.6,31.8,37.2,40.9,29,29,0,0,12,8,20,9,69.0
"Tanahu, Gandaki, Western",Hill,3488,"SARASWATI SADAN MA VI MAIWAL CHAINPUR, 42078",26.4,40.6,25.7,21.2,42.3,31.0,25,25,0,1,5,0,6,19,24.0
"Tanahu, Gandaki, Western",Hill,3489,"MAHENDRA MA VI RAIPUR, 42079",27.5,35.5,38.6,30.4,33.6,36.3,32,32,0,2,12,1,15,17,46.9
"Tanahu, Gandaki, Western",Hill,3490,"JAYA DURGA MA VI RAMJAKOT PIPALTAR, 42080",17.0,35.7,24.3,31.9,41.3,32.0,23,23,0,1,5,0,6,17,26.1
"Tanahu, Gandaki, Western",Hill,3491,"ADHARBHUT MA VI RAIPUR SANKHE, 42081",24.7,31.6,35.1,24.9,33.9,36.3,34,34,0,3,5,2,10,24,29.4
"Tanahu, Gandaki, Western",Hill,3492,"SHREE CHOK MA VI RAMPURTAR, 42082",26.7,47.7,28.7,34.0,45.3,37.6,15,15,0,0,7,0,7,8,46.7
"Tanahu, Gandaki, Western",Hill,3493,"AMAR JYOTI MA VI GHANSIKUWA-8 CHHIRKANE, 42083",31.8,48.3,32.6,24.8,45.3,27.9,14,14,0,0,8,2,10,4,71.4
"Tanahu, Gandaki, Western",Hill,3494,"SHRINGA MA VI GOTHADI KOTDARBAR, 42084",13.4,39.3,20.8,28.3,37.4,32.6,24,24,0,0,0,1,1,23,4.2
"Tanahu, Gandaki, Western",Hill,3495,"PURKOT MA VI MULABARI, 42085",28.3,45.4,23.9,36.8,38.7,35.2,9,8,0,0,4,0,4,4,50.0
"Tanahu, Gandaki, Western",Hill,3496,"JANA SAHAYOGI MA VI SATISWARA, 42086",26.2,44.7,14.9,26.9,40.2,29.3,21,21,0,0,2,0,2,19,9.5
"Tanahu, Gandaki, Western",Hill,3497,"CHANDI DEVI RASTRIYA MA VI VYAS KUMALTARI, 42087",31.0,46.8,34.1,30.0,51.3,45.5,48,48,0,5,23,0,28,20,58.3
"Tanahu, Gandaki, Western",Hill,3498,"BHIM MEMORIAL ENGLISH BOARDING SCHOOL BHIMAD, 42088",39.3,66.1,72.0,48.1,56.9,53.8,29,29,0,24,2,0,26,3,89.7
"Tanahu, Gandaki, Western",Hill,3499,"RASTRIYA MA VI RUPAKOT MAYAKHU, 42090",26.5,50.9,38.4,40.6,40.1,32.3,33,33,0,3,14,0,17,16,51.5
"Tanahu, Gandaki, Western",Hill,3500,"MOUNT ANNAPURNA ENGLISH BOARDING SCHOOL BHIMAD, 42091",41.8,66.4,86.7,44.7,56.0,55.1,21,21,4,14,3,0,21,0,100.0
"Tanahu, Gandaki, Western",Hill,3501,"MAHESH SANSKRIT GURUKUL MA VI DEVGHAT, 42092",85.1,62.9,66.7,79.0,61.1,53.9,7,7,0,7,0,0,7,0,100.0
"Tanahu, Gandaki, Western",Hill,3502,"AMAR SINGH MA VI DHARAMPANI, 42093",25.5,49.4,26.8,29.1,43.3,37.4,13,13,0,1,3,0,4,9,30.8
"Tanahu, Gandaki, Western",Hill,3503,"PRABHAT MA VI TANAHUNSUR-2 SIMPANI, 42096",33.2,47.6,18.9,26.2,42.2,32.3,13,13,0,0,1,0,1,12,7.7
"Tanahu, Gandaki, Western",Hill,3504,"RATNA MA VI MANPANG, 42098",30.0,35.5,26.1,24.7,37.5,35.6,11,11,0,0,4,0,4,7,36.4
